dt_ms,abs_dt_ms
-7.1333,7.1333
8.0115,8.0115
8.8210,8.8210
-3.1610,3.1610
-1.4755,1.4755
-8.9114,8.9114
-5.6608,5.6608
6.1415,6.1415
-2.2758,2.2758
13.9365,13.9365
7.8357,7.8357
5.1321,5.1321
-3.6410,3.6410
2.5320,2.5320
1.4677,1.4677
-7.2514,7.2514
-5.7739,5.7739
-5.0028,5.0028
10.7237,10.7237
-1.4620,1.4620
-5.7536,5.7536
-2.7118,2.7118
4.2085,4.2085
-2.7174,2.7174
3.0684,3.0684
-3.6286,3.6286
3.3256,3.3256
4.4945,4.4945
6.5783,6.5783
0.0786,0.0786
0.9386,0.9386
2.2802,2.2802
-5.0612,5.0612
1.7752,1.7752
4.2905,4.2905
-3.0930,3.0930
-4.0152,4.0152
-6.7912,6.7912
-8.0603,8.0603
-3.0241,3.0241
-3.7354,3.7354
-1.4296,1.4296
-1.6152,1.6152
0.4332,0.4332
-7.0770,7.0770
5.7707,5.7707
1.3787,1.3787
-15.8170,15.8170
-9.2333,9.2333
3.1194,3.1194
0.1293,0.1293
-0.8318,0.8318
1.7664,1.7664
-5.2978,5.2978
-2.5755,2.5755
-4.8956,4.8956
-7.8573,7.8573
2.7836,2.7836
4.5071,4.5071
-11.8912,11.8912
-9.8336,9.8336
-5.2215,5.2215
7.1656,7.1656
1.2226,1.2226
8.0125,8.0125
1.5138,1.5138
7.3915,7.3915
0.4121,0.4121
-4.0792,4.0792
-2.4860,2.4860
5.5401,5.5401
-7.4408,7.4408
0.2431,0.2431
-3.9719,3.9719
-3.0721,3.0721
1.4536,1.4536
3.1815,3.1815
-1.5181,1.5181
3.8656,3.8656
-7.0512,7.0512
2.1520,2.1520
-5.8110,5.8110
-2.1941,2.1941
3.4230,3.4230
0.3606,0.3606
-0.9940,0.9940
-4.7452,4.7452
-0.5793,0.5793
2.8794,2.8794
4.6805,4.6805
3.2599,3.2599
-5.7008,5.7008
4.4628,4.4628
3.3960,3.3960
-1.5548,1.5548
1.7643,1.7643
-1.8696,1.8696
-4.3543,4.3543
0.3947,0.3947
-4.1274,4.1274
-4.7778,4.7778
5.0231,5.0231
-7.4013,7.4013
-4.8244,4.8244
6.6237,6.6237
12.3363,12.3363
7.5285,7.5285
-3.8905,3.8905
-2.3517,2.3517
-1.2730,1.2730
6.3157,6.3157
-2.7696,2.7696
5.2803,5.2803
1.3558,1.3558
2.3508,2.3508
-5.5825,5.5825
-1.2650,1.2650
-3.4715,3.4715
1.4045,1.4045
7.4100,7.4100
9.0454,9.0454
-0.7849,0.7849
-5.0611,5.0611
3.6172,3.6172
-1.3481,1.3481
9.6022,9.6022
-1.4533,1.4533
6.5924,6.5924
4.0094,4.0094
0.9330,0.9330
11.5674,11.5674
1.5168,1.5168
-1.5374,1.5374
-1.5703,1.5703
-5.2374,5.2374
-11.1089,11.1089
0.6987,0.6987
10.9980,10.9980
-0.5936,0.5936
5.5608,5.5608
2.5661,2.5661
6.6319,6.6319
6.4381,6.4381
-1.1586,1.1586
5.5159,5.5159
1.3776,1.3776
13.3105,13.3105
-7.0638,7.0638
-6.3251,6.3251
4.8056,4.8056
9.4422,9.4422
7.1950,7.1950
-7.4960,7.4960
0.7686,0.7686
12.9433,12.9433
-7.1994,7.1994
2.9514,2.9514
1.1155,1.1155
8.9869,8.9869
-5.8589,5.8589
0.4177,0.4177
1.8951,1.8951
-6.0886,6.0886
-3.1815,3.1815
-1.4026,1.4026
-1.1497,1.1497
6.3799,6.3799
12.3036,12.3036
4.6448,4.6448
-0.8161,0.8161
-1.2681,1.2681
-8.5451,8.5451
0.2471,0.2471
-5.9411,5.9411
13.0943,13.0943
4.0050,4.0050
1.8233,1.8233
0.8504,0.8504
3.5936,3.5936
1.1635,1.1635
-3.3068,3.3068
-4.4806,4.4806
-4.8773,4.8773
4.1156,4.1156
-5.5739,5.5739
-0.6316,0.6316
4.7518,4.7518
-3.6242,3.6242
-10.5170,10.5170
-7.6126,7.6126
0.5277,0.5277
-2.6095,2.6095
3.7546,3.7546
-10.1016,10.1016
0.1826,0.1826
1.4794,1.4794
4.1562,4.1562
-0.5009,0.5009
-1.2469,1.2469
-1.1298,1.1298
3.1272,3.1272
-6.3213,6.3213
-9.7203,9.7203
0.5163,0.5163
8.0673,8.0673
-1.7851,1.7851
-1.0284,1.0284
5.3940,5.3940
-2.3487,2.3487
8.5107,8.5107
-8.5785,8.5785
-6.2701,6.2701
0.5231,0.5231
-7.8453,7.8453
-1.2712,1.2712
11.6959,11.6959
-6.1821,6.1821
0.5994,0.5994
-1.9102,1.9102
4.8794,4.8794
-9.9846,9.9846
2.7436,2.7436
-6.2613,6.2613
-4.7620,4.7620
-7.3939,7.3939
-6.6126,6.6126
6.3295,6.3295
5.2320,5.2320
-1.7743,1.7743
-0.0429,0.0429
5.8135,5.8135
-0.3977,0.3977
-3.5766,3.5766
7.8980,7.8980
2.0655,2.0655
-3.2792,3.2792
0.8931,0.8931
-3.5324,3.5324
-8.2110,8.2110
4.7482,4.7482
6.6762,6.6762
2.6131,2.6131
1.2922,1.2922
0.6766,0.6766
-10.2573,10.2573
-2.7285,2.7285
2.0888,2.0888
5.2931,5.2931
-3.9622,3.9622
-5.2962,5.2962
-1.3494,1.3494
-0.2137,0.2137
3.5330,3.5330
1.6194,1.6194
-2.8252,2.8252
4.5037,4.5037
-2.7711,2.7711
-7.7177,7.7177
0.6441,0.6441
12.7274,12.7274
-5.3364,5.3364
2.5668,2.5668
0.7171,0.7171
1.6661,1.6661
0.7129,0.7129
-5.2360,5.2360
-4.3982,4.3982
-2.3447,2.3447
4.4147,4.4147
2.7788,2.7788
1.3069,1.3069
3.6686,3.6686
-4.9980,4.9980
4.1250,4.1250
6.4473,6.4473
-6.5866,6.5866
-2.3364,2.3364
1.0851,1.0851
-2.3851,2.3851
-5.8057,5.8057
10.9612,10.9612
-2.7547,2.7547
5.2981,5.2981
-3.5507,3.5507
-0.2163,0.2163
-0.6544,0.6544
-0.5360,0.5360
-0.1441,0.1441
-7.7238,7.7238
-4.0703,4.0703
2.5366,2.5366
-7.7919,7.7919
2.8982,2.8982
2.5838,2.5838
3.1369,3.1369
8.6890,8.6890
5.5855,5.5855
-5.4497,5.4497
-0.8141,0.8141
0.5877,0.5877
-4.9495,4.9495
-10.6021,10.6021
-8.5349,8.5349
-8.3498,8.3498
-8.6012,8.6012
-6.2328,6.2328
-8.1408,8.1408
-7.5137,7.5137
2.7390,2.7390
1.1893,1.1893
4.4516,4.4516
3.1800,3.1800
1.0712,1.0712
-7.8567,7.8567
-1.0930,1.0930
1.8582,1.8582
-1.5696,1.5696
1.5981,1.5981
9.8982,9.8982
0.4887,0.4887
-10.3040,10.3040
-10.6247,10.6247
-2.2359,2.2359
-3.2880,3.2880
4.6268,4.6268
-8.5912,8.5912
-8.0900,8.0900
3.5126,3.5126
2.4816,2.4816
3.1840,3.1840
0.1084,0.1084
6.4301,6.4301
0.4672,0.4672
-1.9216,1.9216
-3.0115,3.0115
2.4261,2.4261
-2.2593,2.2593
-5.0081,5.0081
6.2096,6.2096
-6.9905,6.9905
0.0947,0.0947
0.4593,0.4593
-2.6755,2.6755
-5.1519,5.1519
2.8846,2.8846
1.0135,1.0135
-1.5311,1.5311
-5.1783,5.1783
-0.5796,0.5796
6.4766,6.4766
-7.8720,7.8720
-4.4168,4.4168
7.7056,7.7056
3.9607,3.9607
5.4917,5.4917
-0.3379,0.3379
-0.5622,0.5622
3.5281,3.5281
-12.2219,12.2219
7.0457,7.0457
-4.9796,4.9796
5.0635,5.0635
-2.0611,2.0611
7.1583,7.1583
-1.2405,1.2405
-4.9286,4.9286
4.6354,4.6354
5.1762,5.1762
-3.1090,3.1090
-4.2199,4.2199
-0.7072,0.7072
-2.6724,2.6724
0.6120,0.6120
8.0953,8.0953
8.8649,8.8649
6.2496,6.2496
3.1535,3.1535
-11.9189,11.9189
10.5829,10.5829
-3.4934,3.4934
-5.1994,5.1994
-0.2176,0.2176
-5.6922,5.6922
1.3751,1.3751
-5.8559,5.8559
3.7391,3.7391
13.1396,13.1396
-4.3190,4.3190
0.0127,0.0127
-0.8105,0.8105
3.8932,3.8932
-4.7490,4.7490
1.6466,1.6466
-8.4422,8.4422
7.0334,7.0334
-4.6334,4.6334
8.8082,8.8082
3.2585,3.2585
2.4367,2.4367
6.9402,6.9402
1.1505,1.1505
-3.9005,3.9005
-4.8714,4.8714
-1.2397,1.2397
-3.4740,3.4740
-5.1140,5.1140
-6.4078,6.4078
6.0500,6.0500
-10.7832,10.7832
6.1668,6.1668
-0.6618,0.6618
6.9422,6.9422
0.6247,0.6247
-2.1182,2.1182
10.2360,10.2360
8.1574,8.1574
-7.2639,7.2639
-3.4877,3.4877
-1.6134,1.6134
3.1082,3.1082
-5.1863,5.1863
0.5671,0.5671
-6.9731,6.9731
2.9457,2.9457
-4.2279,4.2279
2.0041,2.0041
-9.1048,9.1048
-1.9040,1.9040
1.3000,1.3000
6.8993,6.8993
7.0450,7.0450
-11.0242,11.0242
-4.0613,4.0613
-6.1910,6.1910
-3.7449,3.7449
2.7411,2.7411
3.3132,3.3132
2.7562,2.7562
-2.9721,2.9721
-1.6319,1.6319
2.1459,2.1459
1.0606,1.0606
2.5909,2.5909
-3.8673,3.8673
-7.4982,7.4982
2.0039,2.0039
-1.1326,1.1326
4.5336,4.5336
9.5712,9.5712
-4.9149,4.9149
-0.3647,0.3647
-2.9644,2.9644
-5.9918,5.9918
1.0029,1.0029
-7.3924,7.3924
-5.3874,5.3874
-0.5113,0.5113
-4.6223,4.6223
3.7195,3.7195
4.3372,4.3372
-4.6754,4.6754
0.5789,0.5789
-8.4312,8.4312
4.8021,4.8021
-4.0257,4.0257
-12.1299,12.1299
-5.5972,5.5972
0.0644,0.0644
-3.2329,3.2329
3.5305,3.5305
-0.8015,0.8015
8.3290,8.3290
-4.5620,4.5620
-5.1257,5.1257
10.1454,10.1454
2.4837,2.4837
-6.2284,6.2284
-4.9998,4.9998
0.2726,0.2726
-4.6725,4.6725
2.3101,2.3101
-9.8026,9.8026
3.0226,3.0226
0.4069,0.4069
6.4786,6.4786
-3.6188,3.6188
3.7163,3.7163
-5.5554,5.5554
-12.0700,12.0700
-3.3573,3.3573
-1.0354,1.0354
1.4446,1.4446
1.8714,1.8714
3.5856,3.5856
-4.4323,4.4323
3.0377,3.0377
-8.2334,8.2334
10.8634,10.8634
-2.4315,2.4315
10.0240,10.0240
-1.9147,1.9147
-3.5366,3.5366
-4.6058,4.6058
-1.7992,1.7992
7.5936,7.5936
5.3813,5.3813
-0.2523,0.2523
9.3645,9.3645
8.7832,8.7832
-1.7820,1.7820
-2.7892,2.7892
-5.4830,5.4830
-2.3702,2.3702
2.3153,2.3153
-1.7423,1.7423
-0.9021,0.9021
0.6249,0.6249
-5.5875,5.5875
3.5033,3.5033
-1.2714,1.2714
-0.5326,0.5326
-8.7966,8.7966
-2.5225,2.5225
0.5640,0.5640
-5.4956,5.4956
-3.0944,3.0944
3.5526,3.5526
-2.3391,2.3391
17.3393,17.3393
-0.3804,0.3804
5.2351,5.2351
0.0607,0.0607
-5.9536,5.9536
-17.4079,17.4079
-3.0698,3.0698
8.0901,8.0901
8.8878,8.8878
3.5987,3.5987
-6.2339,6.2339
-0.1134,0.1134
-1.1523,1.1523
-3.0369,3.0369
4.1584,4.1584
3.6063,3.6063
2.0376,2.0376
1.0731,1.0731
-0.5551,0.5551
-7.6847,7.6847
-10.8385,10.8385
-3.5696,3.5696
-1.0077,1.0077
-1.5005,1.5005
-3.5125,3.5125
-3.3935,3.3935
-3.0758,3.0758
4.8598,4.8598
-5.3447,5.3447
2.7868,2.7868
3.5367,3.5367
5.0439,5.0439
7.9950,7.9950
-3.7520,3.7520
-5.5059,5.5059
0.6002,0.6002
5.9818,5.9818
-0.2499,0.2499
-7.2458,7.2458
1.3170,1.3170
1.5489,1.5489
4.1639,4.1639
4.2786,4.2786
1.5588,1.5588
-0.7797,0.7797
-3.0736,3.0736
4.5985,4.5985
-2.1248,2.1248
-6.9472,6.9472
0.7477,0.7477
9.0831,9.0831
6.4563,6.4563
7.8412,7.8412
1.2678,1.2678
-0.8944,0.8944
-3.5825,3.5825
-2.3875,2.3875
-3.1344,3.1344
0.8595,0.8595
-4.1661,4.1661
2.1164,2.1164
16.8005,16.8005
-8.4939,8.4939
3.5386,3.5386
11.9933,11.9933
8.2302,8.2302
0.7625,0.7625
0.1864,0.1864
-2.6968,2.6968
-12.1088,12.1088
-8.5011,8.5011
-0.7567,0.7567
-0.8973,0.8973
-2.0114,2.0114
5.6757,5.6757
3.4753,3.4753
4.6757,4.6757
13.9681,13.9681
-3.4843,3.4843
3.4471,3.4471
10.5230,10.5230
2.5510,2.5510
-0.1369,0.1369
1.7672,1.7672
-4.5295,4.5295
4.1269,4.1269
0.1826,0.1826
-5.5685,5.5685
0.4672,0.4672
-1.7715,1.7715
7.6347,7.6347
-3.3412,3.3412
-0.9799,0.9799
3.2134,3.2134
9.2508,9.2508
0.0990,0.0990
-4.4425,4.4425
-1.4724,1.4724
4.3244,4.3244
3.4850,3.4850
1.2403,1.2403
6.3276,6.3276
-1.9295,1.9295
3.9419,3.9419
8.0376,8.0376
-5.7662,5.7662
2.2336,2.2336
0.3492,0.3492
-1.5504,1.5504
-2.6909,2.6909
3.0281,3.0281
3.8957,3.8957
-1.6050,1.6050
4.3950,4.3950
3.4603,3.4603
3.3455,3.3455
-9.1328,9.1328
2.4969,2.4969
4.8206,4.8206
-0.6215,0.6215
6.7883,6.7883
2.3448,2.3448
5.1737,5.1737
6.5327,6.5327
3.6765,3.6765
3.9975,3.9975
5.2474,5.2474
0.0230,0.0230
-5.5559,5.5559
-1.9158,1.9158
4.7287,4.7287
-0.5115,0.5115
4.7538,4.7538
-6.0477,6.0477
-2.9371,2.9371
-0.5134,0.5134
-10.5585,10.5585
2.5183,2.5183
-11.2754,11.2754
-5.5118,5.5118
1.7291,1.7291
-2.0284,2.0284
-4.1644,4.1644
-4.8078,4.8078
-3.6399,3.6399
-10.1368,10.1368
2.0460,2.0460
-2.5334,2.5334
3.7595,3.7595
-4.6688,4.6688
5.8083,5.8083
0.5498,0.5498
1.5492,1.5492
-4.1879,4.1879
-1.1714,1.1714
0.3178,0.3178
-5.6297,5.6297
2.6589,2.6589
4.6856,4.6856
-6.4122,6.4122
-2.3877,2.3877
1.8015,1.8015
3.5122,3.5122
-7.4585,7.4585
-5.2090,5.2090
-7.5116,7.5116
1.4503,1.4503
-1.5292,1.5292
1.0447,1.0447
-5.4994,5.4994
-11.3602,11.3602
-6.1565,6.1565
4.7355,4.7355
5.0935,5.0935
-4.4327,4.4327
-4.1130,4.1130
2.3436,2.3436
-1.9977,1.9977
-2.2995,2.2995
-1.6144,1.6144
-0.9409,0.9409
1.7672,1.7672
0.4667,0.4667
2.2109,2.2109
-4.6473,4.6473
4.2486,4.2486
-7.3771,7.3771
-4.0360,4.0360
-6.7586,6.7586
10.3865,10.3865
5.7873,5.7873
-3.8668,3.8668
7.2732,7.2732
7.1181,7.1181
0.2696,0.2696
8.2367,8.2367
2.3936,2.3936
-0.4668,0.4668
-8.7723,8.7723
2.8685,2.8685
0.0740,0.0740
11.7704,11.7704
3.9098,3.9098
2.6758,2.6758
-2.0476,2.0476
-7.2874,7.2874
3.3535,3.3535
-9.8440,9.8440
-5.9200,5.9200
2.1159,2.1159
-0.7266,0.7266
-5.6993,5.6993
-3.2087,3.2087
2.1486,2.1486
-0.4678,0.4678
-9.6168,9.6168
1.6342,1.6342
1.2184,1.2184
5.2255,5.2255
-7.4865,7.4865
4.6425,4.6425
-1.0188,1.0188
4.1392,4.1392
-2.1809,2.1809
-4.2091,4.2091
-0.9844,0.9844
1.0459,1.0459
0.4689,0.4689
13.0860,13.0860
6.5352,6.5352
-13.4195,13.4195
9.7415,9.7415
1.6043,1.6043
-0.2346,0.2346
16.0817,16.0817
5.2308,5.2308
-3.3018,3.3018
6.7841,6.7841
1.0047,1.0047
-0.8429,0.8429
-1.2256,1.2256
-0.8636,0.8636
-2.0569,2.0569
2.3131,2.3131
-8.8832,8.8832
0.2067,0.2067
6.8930,6.8930
-8.4319,8.4319
-5.0262,5.0262
-1.3739,1.3739
-14.2577,14.2577
2.5743,2.5743
-3.8932,3.8932
11.8951,11.8951
-4.1280,4.1280
7.4116,7.4116
5.4132,5.4132
-4.8973,4.8973
2.9663,2.9663
2.6645,2.6645
10.2550,10.2550
3.6638,3.6638
4.7038,4.7038
-7.0585,7.0585
5.2787,5.2787
-0.6220,0.6220
-11.4817,11.4817
-2.1011,2.1011
-4.9259,4.9259
-2.3288,2.3288
9.8534,9.8534
0.0381,0.0381
-6.1870,6.1870
-0.7348,0.7348
1.3241,1.3241
5.2451,5.2451
7.5975,7.5975
-2.3479,2.3479
-1.8812,1.8812
2.6428,2.6428
-4.8270,4.8270
-2.3166,2.3166
-7.9433,7.9433
-2.7174,2.7174
1.7185,1.7185
0.0553,0.0553
-2.3338,2.3338
7.4001,7.4001
2.1684,2.1684
3.9575,3.9575
2.1105,2.1105
-2.0152,2.0152
1.3288,1.3288
-2.0950,2.0950
-0.0376,0.0376
-7.0661,7.0661
-1.2770,1.2770
-3.1085,3.1085
-3.1885,3.1885
-5.0857,5.0857
0.3578,0.3578
1.0821,1.0821
-6.4217,6.4217
6.7384,6.7384
1.1567,1.1567
-6.6307,6.6307
-1.6555,1.6555
-3.3205,3.3205
0.5366,0.5366
-5.4941,5.4941
4.3051,4.3051
-2.6657,2.6657
-1.1761,1.1761
-0.2130,0.2130
3.9641,3.9641
-7.7954,7.7954
-2.6107,2.6107
-1.0957,1.0957
0.0862,0.0862
-4.0086,4.0086
0.8981,0.8981
-1.0656,1.0656
0.6965,0.6965
-1.8716,1.8716
-3.1605,3.1605
-12.8062,12.8062
-0.3904,0.3904
-3.1090,3.1090
-0.7675,0.7675
5.3038,5.3038
-3.8293,3.8293
-1.5810,1.5810
-3.3439,3.3439
-1.1080,1.1080
5.2562,5.2562
3.3096,3.3096
-3.4797,3.4797
5.2386,5.2386
7.6798,7.6798
-0.5359,0.5359
-1.9615,1.9615
-2.4154,2.4154
-7.6693,7.6693
-6.2905,6.2905
15.0633,15.0633
-13.9964,13.9964
-0.7900,0.7900
0.6409,0.6409
1.9651,1.9651
8.9567,8.9567
-3.1745,3.1745
8.6728,8.6728
4.0986,4.0986
-0.2068,0.2068
3.8900,3.8900
1.0507,1.0507
2.9435,2.9435
-2.4033,2.4033
2.8038,2.8038
-1.3789,1.3789
5.5691,5.5691
0.0228,0.0228
-1.4965,1.4965
4.8159,4.8159
1.9945,1.9945
13.0717,13.0717
-0.0394,0.0394
-4.1381,4.1381
-2.8901,2.8901
-2.7936,2.7936
-2.6216,2.6216
-7.8601,7.8601
-3.9047,3.9047
0.9972,0.9972
-1.9807,1.9807
-1.5040,1.5040
-3.2000,3.2000
1.0581,1.0581
1.2139,1.2139
-4.6107,4.6107
0.4739,0.4739
3.9196,3.9196
-5.1079,5.1079
-13.3603,13.3603
-0.2109,0.2109
1.6052,1.6052
2.3760,2.3760
3.1306,3.1306
13.3675,13.3675
2.9435,2.9435
-1.7764,1.7764
2.3593,2.3593
-1.0189,1.0189
2.4899,2.4899
-3.0515,3.0515
-2.7175,2.7175
4.3793,4.3793
5.4353,5.4353
-4.6485,4.6485
-3.5982,3.5982
-3.8092,3.8092
-5.9515,5.9515
2.2332,2.2332
0.2398,0.2398
-1.3930,1.3930
-6.2599,6.2599
1.2183,1.2183
-7.1758,7.1758
-1.9364,1.9364
-4.0922,4.0922
-7.5166,7.5166
3.8991,3.8991
5.9681,5.9681
2.9015,2.9015
-2.8464,2.8464
-9.9333,9.9333
-2.0454,2.0454
3.4846,3.4846
-6.7449,6.7449
-2.9432,2.9432
-9.3796,9.3796
-6.6022,6.6022
-4.1774,4.1774
5.6592,5.6592
-1.4399,1.4399
6.1319,6.1319
-8.9862,8.9862
9.3033,9.3033
-1.5947,1.5947
-0.0912,0.0912
-8.8928,8.8928
-2.5886,2.5886
1.3765,1.3765
7.3997,7.3997
2.0848,2.0848
2.6453,2.6453
9.6350,9.6350
-7.6955,7.6955
5.7675,5.7675
-2.0356,2.0356
1.1362,1.1362
-1.9891,1.9891
5.5947,5.5947
-1.7243,1.7243
1.6853,1.6853
-0.8799,0.8799
-5.8141,5.8141
1.7868,1.7868
6.2594,6.2594
5.2727,5.2727
5.1806,5.1806
15.1840,15.1840
3.5246,3.5246
0.8674,0.8674
-9.5676,9.5676
1.8332,1.8332
3.6711,3.6711
1.6969,1.6969
-5.7231,5.7231
1.8032,1.8032
0.9249,0.9249
-3.5050,3.5050
0.2564,0.2564
1.8103,1.8103
-5.3008,5.3008
-2.9155,2.9155
0.6315,0.6315
0.5582,0.5582
-7.0049,7.0049
-6.7090,6.7090
1.3324,1.3324
-2.2588,2.2588
-0.9984,0.9984
2.2189,2.2189
4.8564,4.8564
-2.3694,2.3694
-13.9882,13.9882
6.7212,6.7212
-0.6643,0.6643
-2.2943,2.2943
-4.5492,4.5492
-1.9945,1.9945
1.0773,1.0773
-3.8208,3.8208
-7.2700,7.2700
-7.6672,7.6672
-9.6463,9.6463
4.5850,4.5850
3.7730,3.7730
-0.8789,0.8789
4.3804,4.3804
-9.0272,9.0272
0.7738,0.7738
3.5666,3.5666
-2.9842,2.9842
3.3638,3.3638
-1.8720,1.8720
1.6525,1.6525
-9.2053,9.2053
-6.5726,6.5726
3.7864,3.7864
-2.6475,2.6475
3.4618,3.4618
0.6681,0.6681
6.0533,6.0533
10.2874,10.2874
10.5441,10.5441
1.2640,1.2640
1.8247,1.8247
0.3385,0.3385
1.9754,1.9754
-1.7170,1.7170
-1.1510,1.1510
6.3839,6.3839
4.0862,4.0862
5.0073,5.0073
-0.8774,0.8774
-10.3033,10.3033
-1.2343,1.2343
1.8522,1.8522
-2.6211,2.6211
2.0950,2.0950
5.4816,5.4816
1.4865,1.4865
-6.6137,6.6137
-13.2867,13.2867
-13.6722,13.6722
11.4046,11.4046
-4.4345,4.4345
0.0774,0.0774
-3.6704,3.6704
2.9586,2.9586
0.9455,0.9455
2.5781,2.5781
-1.7436,1.7436
8.8093,8.8093
0.8802,0.8802
4.8177,4.8177
1.2027,1.2027
-10.7738,10.7738
-9.6350,9.6350
-5.6868,5.6868
-1.2622,1.2622
-2.8056,2.8056
4.7662,4.7662
2.1672,2.1672
1.5558,1.5558
-5.8126,5.8126
-4.9269,4.9269
-13.1373,13.1373
4.7534,4.7534
-3.8085,3.8085
7.6084,7.6084
-16.8383,16.8383
4.1741,4.1741
-11.0786,11.0786
0.9211,0.9211
2.9585,2.9585
5.5055,5.5055
5.0559,5.0559
4.6261,4.6261
5.7992,5.7992
4.4558,4.4558
7.8183,7.8183
1.5485,1.5485
-2.6477,2.6477
-2.1076,2.1076
-4.6674,4.6674
-4.8224,4.8224
1.3662,1.3662
-5.8754,5.8754
-0.2020,0.2020
-4.4760,4.4760
2.2404,2.2404
-1.9987,1.9987
3.4688,3.4688
-4.8640,4.8640
1.3492,1.3492
-3.5092,3.5092
-7.3060,7.3060
5.5818,5.5818
6.4176,6.4176
5.6220,5.6220
5.5480,5.5480
0.2561,0.2561
2.1874,2.1874
12.3748,12.3748
3.6561,3.6561
-4.1842,4.1842
0.2607,0.2607
-10.8774,10.8774
-1.5922,1.5922
3.1170,3.1170
-9.9385,9.9385
1.6593,1.6593
7.1659,7.1659
6.6571,6.6571
-1.5687,1.5687
-11.2630,11.2630
3.9596,3.9596
-3.1679,3.1679
2.1160,2.1160
0.0660,0.0660
-3.4856,3.4856
6.9752,6.9752
-5.2632,5.2632
-1.0472,1.0472
7.3126,7.3126
-3.1013,3.1013
0.3671,0.3671
-1.1661,1.1661
-0.0766,0.0766
-6.3341,6.3341
2.0348,2.0348
9.3664,9.3664
-5.3363,5.3363
-2.7688,2.7688
-0.0163,0.0163
3.4817,3.4817
-8.4292,8.4292
-1.6765,1.6765
-8.1859,8.1859
-3.1974,3.1974
-0.2504,0.2504
6.7582,6.7582
5.6348,5.6348
-7.3718,7.3718
-6.1547,6.1547
-5.7501,5.7501
3.3005,3.3005
-7.7204,7.7204
-3.3754,3.3754
2.0415,2.0415
-4.7515,4.7515
6.8114,6.8114
-0.7264,0.7264
-2.5922,2.5922
4.4927,4.4927
-0.7866,0.7866
-0.0616,0.0616
10.7863,10.7863
8.5711,8.5711
-0.4985,0.4985
-6.8314,6.8314
-2.7768,2.7768
-0.0274,0.0274
-2.8052,2.8052
-2.4582,2.4582
3.7231,3.7231
0.8425,0.8425
-3.0887,3.0887
11.0074,11.0074
7.6315,7.6315
4.7554,4.7554
1.2304,1.2304
0.2212,0.2212
-1.3830,1.3830
-0.0811,0.0811
-1.2454,1.2454
-4.0550,4.0550
-2.3958,2.3958
4.5045,4.5045
-3.7317,3.7317
-2.3222,2.3222
-1.1877,1.1877
2.0509,2.0509
-5.7327,5.7327
0.3318,0.3318
8.3083,8.3083
-1.5841,1.5841
2.3888,2.3888
3.5697,3.5697
-5.5667,5.5667
1.3254,1.3254
5.3707,5.3707
-2.6017,2.6017
-2.0986,2.0986
2.9523,2.9523
-0.3672,0.3672
15.1864,15.1864
-3.9429,3.9429
-11.3040,11.3040
-16.0432,16.0432
0.3533,0.3533
-0.0360,0.0360
-5.4577,5.4577
-3.7789,3.7789
-2.9564,2.9564
6.8175,6.8175
1.1743,1.1743
-0.5119,0.5119
7.5150,7.5150
4.2658,4.2658
0.1890,0.1890
1.7859,1.7859
0.7503,0.7503
-11.2685,11.2685
-2.7530,2.7530
-4.7448,4.7448
-0.3736,0.3736
-1.5053,1.5053
-4.9918,4.9918
0.5653,0.5653
7.3554,7.3554
-2.0665,2.0665
-2.8949,2.8949
-4.0332,4.0332
2.0007,2.0007
4.5132,4.5132
1.6518,1.6518
-10.8940,10.8940
4.2688,4.2688
9.0812,9.0812
0.5754,0.5754
-2.1377,2.1377
0.2980,0.2980
-17.0966,17.0966
1.2047,1.2047
4.4226,4.4226
5.3499,5.3499
-2.6611,2.6611
