dt_ms,abs_dt_ms
5.8361,5.8361
3.3495,3.3495
3.9023,3.9023
2.5368,2.5368
4.7164,4.7164
-2.3813,2.3813
5.0711,5.0711
-3.1845,3.1845
0.1894,0.1894
-0.1753,0.1753
-0.7964,0.7964
-6.1227,6.1227
-10.3827,10.3827
1.8419,1.8419
1.7062,1.7062
-0.2379,0.2379
-0.8852,0.8852
7.8823,7.8823
-11.2773,11.2773
0.1979,0.1979
-5.2086,5.2086
-4.6843,4.6843
-3.2937,3.2937
1.8995,1.8995
-2.4603,2.4603
1.8457,1.8457
4.5906,4.5906
5.3876,5.3876
9.4592,9.4592
1.5778,1.5778
-0.9455,0.9455
1.5783,1.5783
4.9929,4.9929
2.9483,2.9483
-4.5354,4.5354
-1.8340,1.8340
4.9074,4.9074
9.9435,9.9435
6.5899,6.5899
-9.5503,9.5503
4.6132,4.6132
6.7122,6.7122
-2.7518,2.7518
-7.0773,7.0773
-0.2896,0.2896
0.6555,0.6555
-3.5250,3.5250
-2.6844,2.6844
-9.2945,9.2945
-3.1210,3.1210
-8.1110,8.1110
0.6505,0.6505
1.1115,1.1115
-2.1574,2.1574
3.1391,3.1391
-9.3995,9.3995
1.5591,1.5591
-3.2359,3.2359
-6.3263,6.3263
1.0572,1.0572
11.4727,11.4727
3.7146,3.7146
-1.8128,1.8128
0.3650,0.3650
5.2647,5.2647
12.2533,12.2533
2.4439,2.4439
-5.8330,5.8330
5.0724,5.0724
6.2489,6.2489
0.8147,0.8147
4.9288,4.9288
3.6986,3.6986
-0.1505,0.1505
3.6249,3.6249
-6.4290,6.4290
2.4771,2.4771
-0.7937,0.7937
-3.3129,3.3129
8.5707,8.5707
5.5831,5.5831
5.9033,5.9033
-9.5179,9.5179
7.8363,7.8363
0.0918,0.0918
-4.3259,4.3259
1.5127,1.5127
2.5105,2.5105
-5.3687,5.3687
-0.2249,0.2249
0.9610,0.9610
9.1972,9.1972
-10.9051,10.9051
10.2152,10.2152
-2.4483,2.4483
-6.0219,6.0219
-8.8748,8.8748
-14.2954,14.2954
2.2258,2.2258
-2.7872,2.7872
-0.5320,0.5320
5.1067,5.1067
3.5368,3.5368
5.0415,5.0415
-6.9447,6.9447
-5.0206,5.0206
5.9116,5.9116
-3.9368,3.9368
-1.1301,1.1301
6.0570,6.0570
-1.2611,1.2611
-2.7202,2.7202
-9.3897,9.3897
-4.4179,4.4179
-1.0644,1.0644
0.0389,0.0389
-1.0970,1.0970
2.1691,2.1691
-5.1915,5.1915
-1.7717,1.7717
-7.1413,7.1413
8.3247,8.3247
-1.9741,1.9741
-3.8691,3.8691
4.3446,4.3446
-0.2201,0.2201
-1.1000,1.1000
-1.0102,1.0102
-1.5717,1.5717
-6.1165,6.1165
-3.6820,3.6820
4.5029,4.5029
4.3939,4.3939
-2.8634,2.8634
-1.5177,1.5177
-6.6427,6.6427
5.9875,5.9875
2.9678,2.9678
-6.4367,6.4367
-2.7735,2.7735
13.9378,13.9378
-9.6600,9.6600
9.6094,9.6094
2.9131,2.9131
-10.4101,10.4101
-10.9288,10.9288
-4.0828,4.0828
-7.1338,7.1338
9.0851,9.0851
-0.6846,0.6846
4.8657,4.8657
7.2317,7.2317
-4.7554,4.7554
-6.0390,6.0390
7.1845,7.1845
5.1383,5.1383
-8.2119,8.2119
2.3776,2.3776
0.7552,0.7552
-1.4548,1.4548
-5.8438,5.8438
-1.0463,1.0463
-4.9701,4.9701
4.8175,4.8175
-3.2161,3.2161
6.5441,6.5441
-3.4665,3.4665
2.3792,2.3792
0.4461,0.4461
-4.6780,4.6780
1.7438,1.7438
-4.2684,4.2684
3.5816,3.5816
3.4179,3.4179
-4.6254,4.6254
1.3969,1.3969
3.9365,3.9365
-2.4460,2.4460
6.8430,6.8430
2.8745,2.8745
-6.2947,6.2947
-0.5370,0.5370
2.0026,2.0026
-2.4588,2.4588
-2.9370,2.9370
2.5716,2.5716
-3.0824,3.0824
-0.2839,0.2839
-0.1292,0.1292
0.3236,0.3236
3.6620,3.6620
-6.1416,6.1416
-3.8590,3.8590
-11.2642,11.2642
4.9535,4.9535
-4.4406,4.4406
4.7225,4.7225
5.6647,5.6647
-4.7332,4.7332
-4.1104,4.1104
4.9555,4.9555
-5.9358,5.9358
16.1471,16.1471
2.4081,2.4081
4.3042,4.3042
2.0906,2.0906
6.7515,6.7515
-3.7209,3.7209
1.4476,1.4476
-3.0901,3.0901
-2.4280,2.4280
-2.0149,2.0149
-6.8516,6.8516
7.2047,7.2047
-3.4970,3.4970
-8.9943,8.9943
0.3714,0.3714
-6.7191,6.7191
-2.4615,2.4615
4.0062,4.0062
0.8530,0.8530
-5.4579,5.4579
-1.6159,1.6159
6.9305,6.9305
-3.6046,3.6046
5.7148,5.7148
-1.1594,1.1594
-5.9988,5.9988
-7.2746,7.2746
4.5049,4.5049
10.4843,10.4843
1.5046,1.5046
4.8728,4.8728
-4.7075,4.7075
2.7407,2.7407
0.2345,0.2345
3.2498,3.2498
-12.2739,12.2739
0.1665,0.1665
-5.1297,5.1297
10.4949,10.4949
12.4538,12.4538
-4.5771,4.5771
-2.7448,2.7448
-7.8677,7.8677
-6.9699,6.9699
3.2789,3.2789
8.9357,8.9357
1.7103,1.7103
0.8797,0.8797
-3.6064,3.6064
5.0032,5.0032
3.7315,3.7315
-4.4846,4.4846
-13.9421,13.9421
-1.3426,1.3426
1.3171,1.3171
-2.5231,2.5231
-4.7659,4.7659
-16.7375,16.7375
1.1691,1.1691
0.1081,0.1081
-0.2237,0.2237
-7.2091,7.2091
3.8196,3.8196
7.0244,7.0244
0.4923,0.4923
-8.8515,8.8515
1.1719,1.1719
3.0317,3.0317
-1.6234,1.6234
6.5852,6.5852
4.7519,4.7519
0.0621,0.0621
6.4295,6.4295
1.9070,1.9070
9.0776,9.0776
4.6641,4.6641
-3.6687,3.6687
2.8875,2.8875
-6.9861,6.9861
-4.9436,4.9436
2.8088,2.8088
-5.7981,5.7981
-2.7526,2.7526
10.1227,10.1227
-4.8832,4.8832
4.0125,4.0125
-0.0532,0.0532
-0.0574,0.0574
0.1050,0.1050
8.5142,8.5142
13.5383,13.5383
-1.6590,1.6590
-4.9460,4.9460
0.7089,0.7089
11.5302,11.5302
-3.9259,3.9259
6.5998,6.5998
0.7221,0.7221
11.3812,11.3812
-4.9211,4.9211
-3.5971,3.5971
2.7344,2.7344
4.2204,4.2204
7.2219,7.2219
-11.5222,11.5222
-8.2224,8.2224
0.4780,0.4780
-1.6024,1.6024
-1.8405,1.8405
-9.1710,9.1710
5.5146,5.5146
-5.2026,5.2026
4.5728,4.5728
2.8009,2.8009
-3.0066,3.0066
-0.5916,0.5916
4.0922,4.0922
6.1229,6.1229
3.9992,3.9992
-5.6103,5.6103
-11.1116,11.1116
-2.1308,2.1308
5.1760,5.1760
-6.8222,6.8222
3.4241,3.4241
-1.5108,1.5108
10.2859,10.2859
-0.0448,0.0448
-13.2562,13.2562
8.7664,8.7664
-0.1931,0.1931
-0.0085,0.0085
-0.7987,0.7987
-12.9528,12.9528
-5.0762,5.0762
-0.1077,0.1077
-7.4996,7.4996
-0.8751,0.8751
-0.4893,0.4893
-1.9777,1.9777
-4.4551,4.4551
10.4254,10.4254
2.4243,2.4243
-15.1791,15.1791
-4.6897,4.6897
-5.5961,5.5961
6.4825,6.4825
-8.5074,8.5074
-1.2797,1.2797
5.4580,5.4580
2.0607,2.0607
-3.3595,3.3595
7.9102,7.9102
5.5514,5.5514
-2.5066,2.5066
3.6963,3.6963
-2.1129,2.1129
3.1115,3.1115
-3.7103,3.7103
-2.9143,2.9143
12.4790,12.4790
-0.8443,0.8443
-5.3408,5.3408
14.5506,14.5506
-4.1944,4.1944
-0.2493,0.2493
-2.2790,2.2790
9.0154,9.0154
-4.2184,4.2184
6.6190,6.6190
-10.6852,10.6852
-6.2906,6.2906
1.2204,1.2204
-3.6133,3.6133
4.4025,4.4025
-3.8389,3.8389
3.0170,3.0170
5.9288,5.9288
-6.5821,6.5821
-0.0133,0.0133
4.0956,4.0956
8.5975,8.5975
-3.3239,3.3239
6.2274,6.2274
-2.2839,2.2839
-0.5750,0.5750
1.9636,1.9636
1.4218,1.4218
-0.7610,0.7610
0.4545,0.4545
3.3945,3.3945
3.1606,3.1606
-14.6114,14.6114
-6.0532,6.0532
-9.4649,9.4649
-7.2388,7.2388
5.9231,5.9231
-3.3346,3.3346
4.9075,4.9075
5.0803,5.0803
-7.3154,7.3154
1.3845,1.3845
4.6797,4.6797
-4.9285,4.9285
1.7588,1.7588
-3.1103,3.1103
0.2847,0.2847
-2.9870,2.9870
-9.1257,9.1257
2.8108,2.8108
-8.5582,8.5582
-0.5083,0.5083
0.7104,0.7104
-10.7771,10.7771
1.0216,1.0216
5.3566,5.3566
4.5554,4.5554
2.5942,2.5942
0.2643,0.2643
3.3879,3.3879
-9.5536,9.5536
-7.7513,7.7513
-5.1929,5.1929
-3.2093,3.2093
1.7092,1.7092
1.4511,1.4511
0.6476,0.6476
-0.7843,0.7843
-1.1026,1.1026
2.9534,2.9534
-2.0976,2.0976
-0.5835,0.5835
6.4099,6.4099
5.9545,5.9545
4.6865,4.6865
-9.0274,9.0274
-4.3209,4.3209
-0.1592,0.1592
1.6521,1.6521
1.1922,1.1922
5.9054,5.9054
4.9665,4.9665
-0.8758,0.8758
-5.9950,5.9950
2.4285,2.4285
5.9082,5.9082
1.9365,1.9365
-4.0607,4.0607
4.4733,4.4733
-0.3526,0.3526
0.4549,0.4549
6.0210,6.0210
-8.3121,8.3121
-3.1314,3.1314
-1.9379,1.9379
-10.2405,10.2405
6.1643,6.1643
5.7742,5.7742
2.9074,2.9074
14.0025,14.0025
-2.3694,2.3694
-4.5673,4.5673
2.2542,2.2542
-7.6542,7.6542
-0.7338,0.7338
-8.7661,8.7661
4.8712,4.8712
-11.1129,11.1129
-1.8387,1.8387
-3.5922,3.5922
9.4645,9.4645
-9.2767,9.2767
3.7939,3.7939
0.4252,0.4252
5.3109,5.3109
2.8990,2.8990
0.4286,0.4286
14.4392,14.4392
-6.6667,6.6667
5.3118,5.3118
6.1141,6.1141
7.4085,7.4085
-6.6585,6.6585
4.7854,4.7854
-5.1943,5.1943
5.8018,5.8018
-9.2704,9.2704
-1.9544,1.9544
0.9752,0.9752
-0.8422,0.8422
6.2427,6.2427
8.5535,8.5535
-5.7152,5.7152
11.0666,11.0666
7.0825,7.0825
-7.4715,7.4715
-8.3768,8.3768
5.7522,5.7522
-2.1583,2.1583
4.9761,4.9761
5.7037,5.7037
1.9788,1.9788
8.1224,8.1224
-5.6792,5.6792
-1.4149,1.4149
2.8506,2.8506
2.3748,2.3748
7.4663,7.4663
0.6596,0.6596
-9.3959,9.3959
4.7456,4.7456
-0.7264,0.7264
-3.0623,3.0623
0.3594,0.3594
7.3014,7.3014
-6.4916,6.4916
-9.1374,9.1374
9.9335,9.9335
3.6366,3.6366
-6.1971,6.1971
3.3661,3.3661
2.6862,2.6862
1.7260,1.7260
-9.3935,9.3935
-0.1155,0.1155
4.4144,4.4144
4.2395,4.2395
-3.9926,3.9926
1.3470,1.3470
1.3096,1.3096
-5.7284,5.7284
2.0771,2.0771
1.9883,1.9883
4.5381,4.5381
-0.2449,0.2449
2.6774,2.6774
5.1779,5.1779
3.0380,3.0380
10.3406,10.3406
3.2378,3.2378
3.3172,3.3172
6.3270,6.3270
0.8690,0.8690
-5.1770,5.1770
-2.2104,2.2104
-0.8477,0.8477
-8.6350,8.6350
1.7988,1.7988
-7.2603,7.2603
2.3575,2.3575
-0.2995,0.2995
5.3855,5.3855
0.9767,0.9767
10.4230,10.4230
3.3058,3.3058
-2.3703,2.3703
-4.4758,4.4758
-3.3072,3.3072
-12.4821,12.4821
-2.8787,2.8787
-2.5895,2.5895
-2.2055,2.2055
8.5205,8.5205
0.2750,0.2750
-3.5507,3.5507
-4.2104,4.2104
2.1827,2.1827
4.9117,4.9117
-2.7586,2.7586
2.9467,2.9467
-4.5334,4.5334
2.6108,2.6108
-9.8952,9.8952
1.2970,1.2970
0.3059,0.3059
4.5641,4.5641
5.3116,5.3116
-11.2726,11.2726
-7.0567,7.0567
-0.0313,0.0313
-4.2283,4.2283
-0.7562,0.7562
-2.0887,2.0887
7.2165,7.2165
0.2394,0.2394
3.7427,3.7427
1.3103,1.3103
-2.5399,2.5399
-4.6666,4.6666
-3.8659,3.8659
-2.7352,2.7352
2.4487,2.4487
0.1367,0.1367
-4.8681,4.8681
7.0295,7.0295
-5.2931,5.2931
3.2429,3.2429
6.6995,6.6995
5.7101,5.7101
4.1143,4.1143
5.3803,5.3803
-4.5300,4.5300
9.9085,9.9085
-0.1875,0.1875
-6.0348,6.0348
-4.3421,4.3421
0.2384,0.2384
-0.5879,0.5879
-8.0925,8.0925
0.8631,0.8631
6.4710,6.4710
-0.7932,0.7932
0.3251,0.3251
11.2805,11.2805
1.0461,1.0461
2.5965,2.5965
5.0314,5.0314
-0.4284,0.4284
5.1119,5.1119
-6.9652,6.9652
-0.4821,0.4821
-1.0105,1.0105
2.2548,2.2548
-0.4873,0.4873
-3.4471,3.4471
-3.5032,3.5032
9.7589,9.7589
-3.2949,3.2949
-0.7387,0.7387
-0.6048,0.6048
2.4455,2.4455
-3.4105,3.4105
2.5506,2.5506
-4.0082,4.0082
-9.6301,9.6301
-6.4054,6.4054
7.9746,7.9746
-1.9699,1.9699
0.7836,0.7836
1.7859,1.7859
-1.7872,1.7872
8.1951,8.1951
7.0999,7.0999
-2.4889,2.4889
-1.9879,1.9879
1.6048,1.6048
-1.5157,1.5157
-1.2340,1.2340
3.1315,3.1315
4.6442,4.6442
-3.6850,3.6850
7.8611,7.8611
-0.8972,0.8972
-5.8099,5.8099
-4.0573,4.0573
-6.7030,6.7030
11.4897,11.4897
1.5233,1.5233
-5.9992,5.9992
-9.2014,9.2014
6.4989,6.4989
3.9108,3.9108
-0.3271,0.3271
-5.7986,5.7986
-5.6197,5.6197
1.2035,1.2035
-1.1591,1.1591
4.5188,4.5188
0.2359,0.2359
-3.8542,3.8542
0.2694,0.2694
6.8930,6.8930
-0.0693,0.0693
10.6530,10.6530
3.9924,3.9924
-7.6884,7.6884
-0.0385,0.0385
5.9456,5.9456
8.0982,8.0982
2.4941,2.4941
0.4326,0.4326
-11.1693,11.1693
-3.9754,3.9754
-0.9594,0.9594
-11.1069,11.1069
-0.1578,0.1578
-6.5308,6.5308
-4.9183,4.9183
-5.8198,5.8198
-15.0179,15.0179
1.0947,1.0947
-1.7828,1.7828
5.3222,5.3222
-4.2193,4.2193
0.3477,0.3477
9.2799,9.2799
-2.7245,2.7245
-4.2209,4.2209
3.6606,3.6606
-9.5149,9.5149
-1.0879,1.0879
5.7473,5.7473
-1.5667,1.5667
0.5777,0.5777
3.0332,3.0332
-9.5710,9.5710
2.5740,2.5740
-4.6767,4.6767
2.8833,2.8833
-0.9114,0.9114
1.1376,1.1376
-1.4853,1.4853
2.2253,2.2253
-7.9714,7.9714
0.9822,0.9822
7.0535,7.0535
-8.0950,8.0950
2.8300,2.8300
9.1538,9.1538
3.0743,3.0743
13.5134,13.5134
4.1753,4.1753
-1.4401,1.4401
-6.6814,6.6814
0.0621,0.0621
3.2494,3.2494
-1.0106,1.0106
-1.8168,1.8168
2.2245,2.2245
-15.3319,15.3319
1.7393,1.7393
1.4483,1.4483
0.2856,0.2856
-1.7563,1.7563
-8.7954,8.7954
-8.2645,8.2645
9.7953,9.7953
9.7323,9.7323
1.3686,1.3686
-1.8273,1.8273
-3.8665,3.8665
1.0291,1.0291
-2.5447,2.5447
-3.5060,3.5060
3.5639,3.5639
5.1203,5.1203
-2.9091,2.9091
-9.7877,9.7877
4.6609,4.6609
4.6265,4.6265
1.5471,1.5471
-3.2373,3.2373
-6.4229,6.4229
1.3922,1.3922
-2.2817,2.2817
-2.1325,2.1325
2.1257,2.1257
4.0741,4.0741
-8.6646,8.6646
-6.2764,6.2764
-6.6585,6.6585
-4.0302,4.0302
-4.7952,4.7952
4.1010,4.1010
-2.4948,2.4948
1.4910,1.4910
-7.3373,7.3373
-7.0188,7.0188
5.6900,5.6900
-5.1312,5.1312
4.7433,4.7433
-12.2534,12.2534
-7.8965,7.8965
-11.1162,11.1162
-6.4801,6.4801
-2.6570,2.6570
3.5067,3.5067
0.6129,0.6129
4.5363,4.5363
0.6223,0.6223
4.1089,4.1089
8.0418,8.0418
-11.5351,11.5351
-2.1720,2.1720
-8.0989,8.0989
12.0319,12.0319
1.3819,1.3819
3.1668,3.1668
1.6755,1.6755
-1.3771,1.3771
-1.2473,1.2473
-4.3656,4.3656
8.8077,8.8077
-7.7099,7.7099
-14.0143,14.0143
-5.7860,5.7860
-1.7888,1.7888
1.1998,1.1998
0.6771,0.6771
0.7104,0.7104
4.8311,4.8311
-2.1305,2.1305
-3.2875,3.2875
1.8027,1.8027
10.0624,10.0624
-4.5403,4.5403
6.5594,6.5594
6.6133,6.6133
7.8200,7.8200
3.8486,3.8486
-10.0916,10.0916
8.6991,8.6991
-2.0559,2.0559
3.3239,3.3239
1.3708,1.3708
0.1952,0.1952
-9.8026,9.8026
-1.4479,1.4479
5.5799,5.5799
7.7756,7.7756
1.3652,1.3652
-2.3119,2.3119
-8.3372,8.3372
2.4886,2.4886
9.3515,9.3515
0.4850,0.4850
0.8456,0.8456
-4.7815,4.7815
0.4751,0.4751
3.5653,3.5653
-2.7184,2.7184
-4.5092,4.5092
-8.7893,8.7893
0.9896,0.9896
-13.0273,13.0273
-2.1992,2.1992
2.6892,2.6892
-0.3880,0.3880
-0.8475,0.8475
-4.1501,4.1501
4.4374,4.4374
5.2969,5.2969
6.0306,6.0306
7.7241,7.7241
-7.8377,7.8377
2.1405,2.1405
3.8380,3.8380
-6.7860,6.7860
4.0206,4.0206
-11.0392,11.0392
-3.1838,3.1838
1.0647,1.0647
10.7987,10.7987
-3.5002,3.5002
4.6030,4.6030
-5.9832,5.9832
-8.9851,8.9851
-6.2068,6.2068
-0.9345,0.9345
8.2700,8.2700
-6.5652,6.5652
-3.2800,3.2800
1.0458,1.0458
4.7569,4.7569
3.5686,3.5686
3.5635,3.5635
3.2006,3.2006
3.2917,3.2917
2.3159,2.3159
7.1655,7.1655
-0.3834,0.3834
-1.9082,1.9082
-3.5737,3.5737
-1.4536,1.4536
3.7495,3.7495
-3.3979,3.3979
8.0703,8.0703
-4.1515,4.1515
5.2922,5.2922
-1.2295,1.2295
-6.3067,6.3067
3.3236,3.3236
5.9185,5.9185
-3.7151,3.7151
5.0434,5.0434
3.9573,3.9573
-5.7117,5.7117
-9.6692,9.6692
-7.0153,7.0153
-8.1368,8.1368
0.3633,0.3633
-0.9842,0.9842
-3.4941,3.4941
-2.5287,2.5287
13.4526,13.4526
2.7474,2.7474
-4.8261,4.8261
-6.0907,6.0907
-8.3633,8.3633
1.5587,1.5587
-0.9649,0.9649
4.8386,4.8386
-1.0262,1.0262
-4.2493,4.2493
-6.3957,6.3957
1.7626,1.7626
-1.5985,1.5985
2.5109,2.5109
9.3604,9.3604
0.5304,0.5304
0.4637,0.4637
-6.7362,6.7362
-7.1391,7.1391
4.8942,4.8942
-0.4338,0.4338
-3.8791,3.8791
-0.7707,0.7707
-3.0819,3.0819
-4.7817,4.7817
-1.7982,1.7982
8.4531,8.4531
9.8440,9.8440
-3.2689,3.2689
3.2274,3.2274
10.2562,10.2562
-2.2971,2.2971
2.4384,2.4384
-5.0912,5.0912
5.1157,5.1157
-3.4293,3.4293
2.6780,2.6780
6.6042,6.6042
-5.1863,5.1863
0.0360,0.0360
-0.1960,0.1960
-0.9497,0.9497
3.0561,3.0561
-1.9875,1.9875
5.6705,5.6705
4.2609,4.2609
9.5244,9.5244
-1.4376,1.4376
-13.5767,13.5767
-1.6650,1.6650
-6.5353,6.5353
-10.5714,10.5714
-2.2398,2.2398
2.1035,2.1035
2.6284,2.6284
-5.2502,5.2502
-1.8570,1.8570
-0.2715,0.2715
9.0714,9.0714
-1.4944,1.4944
4.5821,4.5821
1.0790,1.0790
-1.3792,1.3792
-6.9326,6.9326
-2.6945,2.6945
-1.7339,1.7339
2.8592,2.8592
-6.2635,6.2635
-8.4690,8.4690
1.5307,1.5307
-5.3233,5.3233
11.7169,11.7169
2.0047,2.0047
-5.3975,5.3975
3.4130,3.4130
-3.8162,3.8162
2.7001,2.7001
-2.4931,2.4931
2.8314,2.8314
3.3911,3.3911
-13.0692,13.0692
3.1349,3.1349
-7.0243,7.0243
1.8718,1.8718
4.7554,4.7554
2.9460,2.9460
8.5496,8.5496
3.1690,3.1690
-4.5697,4.5697
5.8788,5.8788
-0.8347,0.8347
5.8450,5.8450
4.6813,4.6813
4.2598,4.2598
-8.1382,8.1382
1.1602,1.1602
-3.6072,3.6072
-6.3540,6.3540
3.0751,3.0751
4.0600,4.0600
-7.9688,7.9688
-0.5910,0.5910
5.9782,5.9782
3.9495,3.9495
-7.1623,7.1623
-2.6355,2.6355
8.5056,8.5056
1.2178,1.2178
13.3927,13.3927
-8.6624,8.6624
3.3667,3.3667
8.2016,8.2016
0.9306,0.9306
8.7953,8.7953
-1.8577,1.8577
-6.4033,6.4033
10.3603,10.3603
-1.3400,1.3400
-7.3008,7.3008
9.6897,9.6897
-0.4921,0.4921
1.2575,1.2575
2.7808,2.7808
6.6512,6.6512
-2.7578,2.7578
0.0811,0.0811
-6.7902,6.7902
-3.7701,3.7701
-4.0630,4.0630
-3.4093,3.4093
3.7294,3.7294
12.2596,12.2596
7.0253,7.0253
-2.5180,2.5180
-6.3542,6.3542
6.2779,6.2779
-8.1681,8.1681
-8.8854,8.8854
1.0719,1.0719
-1.7000,1.7000
6.3747,6.3747
-1.2223,1.2223
2.6958,2.6958
-6.4873,6.4873
2.3135,2.3135
-4.2111,4.2111
-10.0919,10.0919
-0.6336,0.6336
-3.3657,3.3657
-1.0173,1.0173
2.5542,2.5542
-0.2364,0.2364
4.4415,4.4415
6.7216,6.7216
-13.6861,13.6861
5.4693,5.4693
4.0735,4.0735
-1.8029,1.8029
-1.4654,1.4654
-9.5141,9.5141
-1.6529,1.6529
-7.2087,7.2087
-4.1788,4.1788
5.5142,5.5142
5.0681,5.0681
-5.3268,5.3268
-4.5493,4.5493
2.6863,2.6863
0.0318,0.0318
-0.0254,0.0254
5.3689,5.3689
4.5198,4.5198
-2.7406,2.7406
5.2813,5.2813
2.4690,2.4690
-0.1275,0.1275
5.9686,5.9686
3.5076,3.5076
4.1712,4.1712
0.1485,0.1485
1.9751,1.9751
-3.2799,3.2799
-9.2784,9.2784
-0.0106,0.0106
-6.8703,6.8703
-10.1865,10.1865
2.1729,2.1729
-1.8719,1.8719
0.4272,0.4272
2.4421,2.4421
1.4597,1.4597
5.0543,5.0543
-0.7604,0.7604
1.8432,1.8432
-3.2596,3.2596
2.7667,2.7667
-2.6284,2.6284
-2.4105,2.4105
0.8784,0.8784
8.7980,8.7980
-4.0704,4.0704
4.5900,4.5900
-3.6950,3.6950
0.6010,0.6010
-10.6044,10.6044
4.5760,4.5760
5.8800,5.8800
6.3860,6.3860
-7.8562,7.8562
9.9475,9.9475
2.5767,2.5767
5.8120,5.8120
-0.2474,0.2474
-1.5694,1.5694
-1.9943,1.9943
-1.5918,1.5918
4.8423,4.8423
1.1951,1.1951
3.0334,3.0334
-5.7162,5.7162
-10.7253,10.7253
0.7793,0.7793
3.8723,3.8723
0.0100,0.0100
-0.1534,0.1534
-4.4087,4.4087
1.5565,1.5565
-2.8249,2.8249
-2.8773,2.8773
-2.7489,2.7489
4.0618,4.0618
9.3909,9.3909
-0.0969,0.0969
-5.6979,5.6979
8.0360,8.0360
4.4777,4.4777
2.4842,2.4842
-0.6700,0.6700
0.7868,0.7868
-4.9219,4.9219
-3.2538,3.2538
-3.8322,3.8322
10.2205,10.2205
0.9254,0.9254
0.9098,0.9098
6.0300,6.0300
-4.7334,4.7334
-0.3898,0.3898
-1.8791,1.8791
6.9243,6.9243
-1.4745,1.4745
4.2724,4.2724
2.1252,2.1252
0.6671,0.6671
-3.3425,3.3425
-0.3262,0.3262
7.1459,7.1459
-2.2730,2.2730
-6.3979,6.3979
8.8076,8.8076
-3.5648,3.5648
2.5331,2.5331
-6.4121,6.4121
6.3362,6.3362
0.3251,0.3251
-0.2534,0.2534
-5.4879,5.4879
8.4933,8.4933
-11.5870,11.5870
0.9922,0.9922
-4.3656,4.3656
-4.4952,4.4952
0.4757,0.4757
-1.3837,1.3837
-5.8107,5.8107
1.5285,1.5285
2.0237,2.0237
-0.7648,0.7648
0.2021,0.2021
-2.0246,2.0246
-11.3560,11.3560
11.8740,11.8740
-6.3500,6.3500
-1.0028,1.0028
5.2032,5.2032
-0.3441,0.3441
2.6507,2.6507
3.1886,3.1886
-1.3215,1.3215
5.9458,5.9458
-5.2864,5.2864
-2.1323,2.1323
-6.7760,6.7760
-7.9403,7.9403
8.0309,8.0309
4.6460,4.6460
-1.9567,1.9567
-1.3428,1.3428
-8.9792,8.9792
2.7017,2.7017
4.2890,4.2890
-1.0359,1.0359
3.8455,3.8455
5.4892,5.4892
-1.2041,1.2041
-6.9885,6.9885
-1.9271,1.9271
5.4555,5.4555
-4.5929,4.5929
-4.1940,4.1940
-0.3027,0.3027
0.7026,0.7026
-0.4065,0.4065
-0.1049,0.1049
3.2645,3.2645
3.6210,3.6210
-9.4276,9.4276
-7.5512,7.5512
-3.2068,3.2068
-6.3661,6.3661
-0.2005,0.2005
-11.5894,11.5894
-10.1489,10.1489
10.6417,10.6417
1.3208,1.3208
-1.7423,1.7423
-1.9904,1.9904
0.4735,0.4735
-7.1650,7.1650
3.2266,3.2266
1.2157,1.2157
-1.7831,1.7831
-4.1752,4.1752
2.1599,2.1599
7.4241,7.4241
4.0415,4.0415
-1.6900,1.6900
2.9730,2.9730
13.2268,13.2268
-1.1118,1.1118
3.8172,3.8172
-5.1515,5.1515
-15.6783,15.6783
0.2882,0.2882
-3.1961,3.1961
0.9086,0.9086
-0.3045,0.3045
0.9865,0.9865
0.3602,0.3602
2.2720,2.2720
0.4477,0.4477
-1.0807,1.0807
4.3964,4.3964
-0.3982,0.3982
